3_levels,5_levels,7_levels,consumption,temperature,hour_of_day,day_of_week,day_of_month,month_of_year
1,1,1,0.273,0.5,2,7,27,3
1,1,1,0.264,0.5,3,7,27,3
1,1,1,0.262,-0.1,4,7,27,3
1,1,1,0.262,-0.7,5,7,27,3
1,1,1,0.316,-0.4,6,7,27,3
1,2,3,0.483,-0.2,7,7,27,3
2,2,3,0.561,2.1,8,7,27,3
2,3,4,0.743,2.7,9,7,27,3
3,4,6,0.833,4.5,10,7,27,3
3,4,6,0.861,6.8,11,7,27,3
3,4,5,0.821,9,12,7,27,3
3,4,5,0.818,9,13,7,27,3
3,4,5,0.808,10.6,14,7,27,3
3,4,5,0.825,11.4,15,7,27,3
2,3,5,0.778,11.9,16,7,27,3
2,3,5,0.781,9.9,17,7,27,3
2,4,5,0.792,9.7,18,7,27,3
2,3,4,0.731,10.8,19,7,27,3
2,3,4,0.703,10,20,7,27,3
2,3,3,0.647,9.2,21,7,27,3
2,2,3,0.53,8.4,22,7,27,3
1,1,2,0.359,8,23,7,27,3
1,1,1,0.281,7.8,24,7,27,3
1,1,1,0.272,7.3,1,1,28,3
1,1,1,0.287,5.6,2,1,28,3
1,1,1,0.273,5.1,3,1,28,3
1,1,1,0.265,5.2,4,1,28,3
1,1,1,0.282,4.3,5,1,28,3
1,1,1,0.307,2.5,6,1,28,3
2,2,3,0.584,1.6,7,1,28,3
2,2,3,0.606,3,8,1,28,3
2,3,4,0.708,2.2,9,1,28,3
2,4,5,0.789,4.8,10,1,28,3
2,3,4,0.763,7.6,11,1,28,3
2,3,4,0.749,9.5,12,1,28,3
2,3,4,0.766,11,13,1,28,3
2,4,5,0.793,12.1,14,1,28,3
2,3,4,0.761,13.5,15,1,28,3
2,3,4,0.719,13.6,16,1,28,3
2,3,4,0.714,13.9,17,1,28,3
2,3,4,0.721,12.8,18,1,28,3
2,3,4,0.683,12.8,19,1,28,3
2,3,4,0.712,13.1,20,1,28,3
2,3,4,0.71,10.8,21,1,28,3
2,2,3,0.561,5.5,22,1,28,3
1,2,2,0.399,4.1,23,1,28,3
1,1,1,0.334,3.2,24,1,28,3
1,1,1,0.324,2.5,1,2,29,3
1,1,1,0.329,2.1,2,2,29,3
1,1,1,0.324,1.5,3,2,29,3
1,1,1,0.327,2.7,4,2,29,3
1,1,1,0.326,2.6,5,2,29,3
1,2,2,0.385,2.6,6,2,29,3
2,2,3,0.561,3.6,7,2,29,3
2,2,3,0.622,4.1,8,2,29,3
2,3,4,0.736,4.8,9,2,29,3
2,3,5,0.779,7.2,10,2,29,3
2,3,5,0.772,9.5,11,2,29,3
2,4,5,0.804,11,12,2,29,3
2,4,5,0.804,12.4,13,2,29,3
3,4,5,0.817,12.2,14,2,29,3
2,3,4,0.768,11.5,15,2,29,3
2,3,4,0.735,12.5,16,2,29,3
2,3,4,0.728,15,17,2,29,3
2,3,4,0.718,14.9,18,2,29,3
2,3,4,0.715,14.3,19,2,29,3
2,3,4,0.695,14.9,20,2,29,3
2,3,4,0.694,13.2,21,2,29,3
2,2,3,0.563,10.5,22,2,29,3
1,1,2,0.339,8.8,23,2,29,3
1,1,1,0.269,10,24,2,29,3
1,1,1,0.252,10.4,1,3,30,3
1,1,1,0.269,7.4,2,3,30,3
1,1,1,0.283,6.3,3,3,30,3
1,1,1,0.253,6.5,4,3,30,3
1,1,1,0.251,7.1,5,3,30,3
1,1,1,0.271,7.5,6,3,30,3
2,2,3,0.554,6.3,7,3,30,3
2,2,3,0.62,5.2,8,3,30,3
2,3,4,0.707,5,9,3,30,3
2,3,4,0.736,7.3,10,3,30,3
2,3,4,0.754,9.1,11,3,30,3
2,3,5,0.776,12.6,12,3,30,3
2,3,5,0.781,16.1,13,3,30,3
2,4,5,0.783,17.7,14,3,30,3
2,4,5,0.786,18.9,15,3,30,3
2,3,4,0.768,19.6,16,3,30,3
2,3,4,0.766,20.1,17,3,30,3
2,3,4,0.739,20.1,18,3,30,3
2,3,4,0.725,20.6,19,3,30,3
2,3,4,0.726,19.6,20,3,30,3
2,3,4,0.727,17.9,21,3,30,3
2,2,3,0.601,16,22,3,30,3
1,2,2,0.384,15.2,23,3,30,3
1,1,1,0.29,12.8,24,3,30,3
1,1,1,0.274,14,1,4,31,3
1,1,1,0.265,11.6,2,4,31,3
1,1,1,0.279,12,3,4,31,3
1,1,1,0.266,8.4,4,4,31,3
1,1,1,0.284,6.3,5,4,31,3
1,1,2,0.345,5.2,6,4,31,3
2,2,3,0.547,4.4,7,4,31,3
2,3,3,0.65,4.2,8,4,31,3
2,3,4,0.684,5.1,9,4,31,3
2,3,4,0.755,10.5,10,4,31,3
2,3,4,0.751,14.5,11,4,31,3
2,4,5,0.787,18,12,4,31,3
2,4,5,0.789,20.3,13,4,31,3
2,4,5,0.79,21.8,14,4,31,3
2,4,5,0.783,21.7,15,4,31,3
2,3,5,0.78,22.2,16,4,31,3
2,3,5,0.776,23,17,4,31,3
2,4,5,0.792,22.9,18,4,31,3
2,3,4,0.761,22.5,19,4,31,3
2,3,4,0.742,21.6,20,4,31,3
2,3,4,0.734,19.9,21,4,31,3
2,2,3,0.613,17.1,22,4,31,3
1,1,2,0.364,12.9,23,4,31,3
1,1,1,0.281,14.7,24,4,31,3
1,1,1,0.283,14.1,1,5,1,4
1,1,1,0.286,13.1,2,5,1,4
1,1,1,0.284,8.7,3,5,1,4
1,1,1,0.275,7.3,4,5,1,4
1,1,1,0.269,6.7,5,5,1,4
1,1,1,0.314,6.7,6,5,1,4
2,2,3,0.568,6,7,5,1,4
2,3,3,0.651,5.5,8,5,1,4
2,3,4,0.748,5.9,9,5,1,4
3,4,6,0.83,10.9,10,5,1,4
3,4,5,0.813,16.4,11,5,1,4
3,4,5,0.807,19.1,12,5,1,4
3,4,5,0.826,20.9,13,5,1,4
3,4,5,0.824,22.6,14,5,1,4
3,4,5,0.811,23.7,15,5,1,4
2,3,5,0.776,25.1,16,5,1,4
3,4,6,0.841,25.4,17,5,1,4
2,4,5,0.788,25,18,5,1,4
2,3,4,0.763,24.2,19,5,1,4
2,3,4,0.742,23.9,20,5,1,4
2,3,4,0.728,21.7,21,5,1,4
2,2,3,0.62,19.2,22,5,1,4
1,1,2,0.359,16.5,23,5,1,4
1,1,1,0.279,16.7,24,5,1,4
1,1,1,0.267,15.9,1,6,2,4
1,1,1,0.266,15.4,2,6,2,4
1,1,1,0.277,14.3,3,6,2,4
1,1,1,0.267,11.8,4,6,2,4
1,1,1,0.252,10.3,5,6,2,4
1,1,1,0.302,8.6,6,6,2,4
2,2,3,0.558,7.7,7,6,2,4
2,3,3,0.642,7.2,8,6,2,4
2,3,4,0.741,7,9,6,2,4
3,4,5,0.811,8,10,6,2,4
2,4,5,0.789,9,11,6,2,4
3,4,5,0.812,10.8,12,6,2,4
3,4,6,0.842,11.6,13,6,2,4
3,4,6,0.833,12,14,6,2,4
3,4,5,0.81,12.8,15,6,2,4
2,4,5,0.794,13.2,16,6,2,4
2,3,4,0.746,13.5,17,6,2,4
2,3,4,0.749,13.5,18,6,2,4
2,3,4,0.752,13.5,19,6,2,4
2,3,4,0.73,12.9,20,6,2,4
2,3,4,0.726,11.5,21,6,2,4
2,2,3,0.594,9.7,22,6,2,4
1,1,1,0.333,7,23,6,2,4
1,1,1,0.258,6.1,24,6,2,4
1,1,1,0.251,5,1,7,3,4
1,1,1,0.249,6.9,2,7,3,4
1,1,1,0.251,6.1,3,7,3,4
1,1,1,0.248,4.5,4,7,3,4
1,1,1,0.235,2.1,5,7,3,4
1,1,2,0.34,3.6,6,7,3,4
1,2,3,0.511,3.6,7,7,3,4
2,2,3,0.575,2.9,8,7,3,4
2,3,4,0.722,3.1,9,7,3,4
2,4,5,0.79,6,10,7,3,4
2,4,5,0.799,8.8,11,7,3,4
3,4,6,0.856,11.1,12,7,3,4
2,4,5,0.804,12.9,13,7,3,4
2,3,4,0.764,14,14,7,3,4
2,3,4,0.74,15.1,15,7,3,4
2,3,4,0.747,15.8,16,7,3,4
2,3,4,0.737,16,17,7,3,4
2,3,4,0.709,16.4,18,7,3,4
2,3,4,0.704,16.6,19,7,3,4
2,3,4,0.69,16.3,20,7,3,4
2,3,3,0.647,14.4,21,7,3,4
2,2,3,0.544,8.7,22,7,3,4
1,1,2,0.352,7,23,7,3,4
1,1,1,0.283,7.6,24,7,3,4
1,1,1,0.265,8.9,1,1,4,4
1,1,1,0.278,7.9,2,1,4,4
1,1,1,0.278,4.5,3,1,4,4
1,1,1,0.27,4.5,4,1,4,4
1,1,1,0.259,4.3,5,1,4,4
1,1,1,0.267,2.8,6,1,4,4
1,2,3,0.518,1.8,7,1,4,4
2,2,3,0.609,0.6,8,1,4,4
2,3,4,0.699,1.4,9,1,4,4
2,3,4,0.746,6.9,10,1,4,4
2,3,4,0.763,10.9,11,1,4,4
2,3,4,0.762,14.1,12,1,4,4
2,3,4,0.74,16.4,13,1,4,4
2,3,4,0.72,18.5,14,1,4,4
2,3,4,0.743,19.6,15,1,4,4
2,3,4,0.74,21.1,16,1,4,4
2,3,4,0.734,21.6,17,1,4,4
2,3,4,0.723,22.3,18,1,4,4
2,3,4,0.69,22.2,19,1,4,4
2,3,4,0.695,21.6,20,1,4,4
2,3,4,0.706,18,21,1,4,4
2,2,3,0.589,11.8,22,1,4,4
1,2,2,0.37,10,23,1,4,4
1,1,1,0.296,8.8,24,1,4,4
1,1,1,0.296,8.1,1,2,5,4
1,1,1,0.298,7.6,2,2,5,4
1,1,1,0.284,7.3,3,2,5,4
1,1,1,0.274,6.4,4,2,5,4
1,1,1,0.289,6,5,2,5,4
1,1,1,0.285,5.7,6,2,5,4
2,2,3,0.584,6.1,7,2,5,4
2,2,3,0.628,5.2,8,2,5,4
2,3,4,0.705,6.5,9,2,5,4
2,3,4,0.764,11.5,10,2,5,4
2,3,4,0.761,15.2,11,2,5,4
2,3,4,0.75,19.3,12,2,5,4
2,3,4,0.758,21.5,13,2,5,4
2,3,4,0.757,23.1,14,2,5,4
2,4,5,0.789,24.1,15,2,5,4
2,3,4,0.741,24.9,16,2,5,4
2,3,4,0.764,25.2,17,2,5,4
2,3,4,0.755,26,18,2,5,4
2,3,4,0.741,25.6,19,2,5,4
2,3,4,0.725,24.2,20,2,5,4
2,3,4,0.723,21,21,2,5,4
2,2,3,0.6,15.6,22,2,5,4
1,2,2,0.366,14.1,23,2,5,4
1,1,1,0.276,13,24,2,5,4
1,1,1,0.252,12,1,3,6,4
1,1,1,0.25,11.2,2,3,6,4
1,1,1,0.257,10.5,3,3,6,4
1,1,1,0.258,10.4,4,3,6,4
1,1,1,0.265,10.2,5,3,6,4
1,1,2,0.355,9.7,6,3,6,4
2,2,3,0.599,9,7,3,6,4
2,2,3,0.622,8.5,8,3,6,4
2,3,4,0.684,9.1,9,3,6,4
2,4,5,0.786,13.1,10,3,6,4
2,3,5,0.779,17.6,11,3,6,4
2,4,5,0.789,21.2,12,3,6,4
2,3,4,0.759,23.6,13,3,6,4
2,3,4,0.755,25.6,14,3,6,4
2,4,5,0.806,26.5,15,3,6,4
2,4,5,0.79,27.4,16,3,6,4
2,4,5,0.792,27,17,3,6,4
2,3,5,0.78,27.3,18,3,6,4
2,3,4,0.731,27,19,3,6,4
2,3,4,0.731,25.9,20,3,6,4
2,3,4,0.74,20.4,21,3,6,4
2,2,3,0.605,21.3,22,3,6,4
1,1,2,0.36,15.6,23,3,6,4
1,1,1,0.292,14,24,3,6,4
1,1,1,0.267,12.9,1,4,7,4
1,1,1,0.27,12,2,4,7,4
1,1,1,0.272,10.7,3,4,7,4
1,1,1,0.258,9.9,4,4,7,4
1,1,1,0.263,9.8,5,4,7,4
1,1,2,0.34,9.1,6,4,7,4
2,2,3,0.549,8.3,7,4,7,4
2,3,3,0.643,8,8,4,7,4
2,3,4,0.709,9,9,4,7,4
2,4,5,0.783,12.4,10,4,7,4
2,4,5,0.791,16.9,11,4,7,4
2,4,5,0.798,20.6,12,4,7,4
3,4,6,0.842,23.5,13,4,7,4
2,3,5,0.779,26.1,14,4,7,4
2,4,5,0.795,27.7,15,4,7,4
2,3,5,0.78,28.3,16,4,7,4
2,3,4,0.758,28.5,17,4,7,4
2,3,4,0.768,28.4,18,4,7,4
2,3,4,0.762,27.7,19,4,7,4
2,3,4,0.739,26.5,20,4,7,4
2,3,4,0.753,22.3,21,4,7,4
2,2,3,0.619,18,22,4,7,4
1,2,2,0.375,20.2,23,4,7,4
1,1,1,0.292,18.3,24,4,7,4
1,1,1,0.276,19.3,1,5,8,4
1,1,1,0.265,17.1,2,5,8,4
1,1,1,0.265,15.3,3,5,8,4
1,1,1,0.263,14.6,4,5,8,4
1,1,1,0.257,12.7,5,5,8,4
1,1,2,0.356,10.5,6,5,8,4
2,2,3,0.629,11.7,7,5,8,4
2,3,3,0.64,11.6,8,5,8,4
2,3,4,0.731,11.1,9,5,8,4
2,4,5,0.783,11.7,10,5,8,4
3,4,6,0.829,13.5,11,5,8,4
3,4,6,0.864,15.9,12,5,8,4
3,4,5,0.81,17,13,5,8,4
2,4,5,0.796,19.3,14,5,8,4
2,3,4,0.758,18.8,15,5,8,4
2,3,4,0.746,17.6,16,5,8,4
2,3,4,0.734,18.4,17,5,8,4
2,3,4,0.734,17.5,18,5,8,4
2,3,4,0.714,16.5,19,5,8,4
2,3,4,0.69,14.4,20,5,8,4
2,3,4,0.706,14.4,21,5,8,4
2,2,3,0.57,12.9,22,5,8,4
1,1,2,0.358,12.8,23,5,8,4
1,1,1,0.267,12.3,24,5,8,4
1,1,1,0.274,11.7,1,6,9,4
1,1,1,0.279,10.9,2,6,9,4
1,1,1,0.263,10.3,3,6,9,4
1,1,1,0.254,9.5,4,6,9,4
1,1,1,0.255,9.4,5,6,9,4
1,1,1,0.268,8.9,6,6,9,4
2,2,3,0.594,9,7,6,9,4
2,3,3,0.639,8.3,8,6,9,4
2,3,4,0.752,8.5,9,6,9,4
2,3,4,0.752,9.5,10,6,9,4
2,3,5,0.771,11.4,11,6,9,4
2,4,5,0.788,13.7,12,6,9,4
2,3,4,0.75,15.2,13,6,9,4
2,3,4,0.77,16.9,14,6,9,4
2,3,4,0.746,18.7,15,6,9,4
2,3,4,0.759,20.1,16,6,9,4
2,3,4,0.769,20.8,17,6,9,4
2,3,4,0.709,21,18,6,9,4
2,3,4,0.719,20.2,19,6,9,4
2,3,4,0.722,19,20,6,9,4
2,3,4,0.747,17.1,21,6,9,4
2,2,3,0.597,14.6,22,6,9,4
1,1,2,0.363,11.6,23,6,9,4
1,1,1,0.281,10.7,24,6,9,4
1,1,1,0.274,9.5,1,7,10,4
1,1,1,0.259,8.9,2,7,10,4
1,1,1,0.259,9.3,3,7,10,4
1,1,1,0.265,10.4,4,7,10,4
1,1,1,0.254,9.9,5,7,10,4
1,1,1,0.28,9.5,6,7,10,4
2,2,3,0.563,9.6,7,7,10,4
2,3,3,0.634,8.7,8,7,10,4
2,3,4,0.709,10.5,9,7,10,4
2,3,5,0.778,12.7,10,7,10,4
2,4,5,0.799,14.1,11,7,10,4
2,3,4,0.758,16.6,12,7,10,4
2,3,4,0.755,18.1,13,7,10,4
2,3,4,0.749,19,14,7,10,4
2,3,4,0.737,19.1,15,7,10,4
2,3,4,0.736,19.1,16,7,10,4
2,3,4,0.749,17.8,17,7,10,4
2,3,4,0.716,18.1,18,7,10,4
2,3,4,0.696,17,19,7,10,4
2,3,4,0.679,16.1,20,7,10,4
2,2,3,0.631,15.8,21,7,10,4
2,2,3,0.533,15.4,22,7,10,4
1,1,2,0.349,15,23,7,10,4
1,1,1,0.275,14.7,24,7,10,4
1,1,1,0.282,14.3,1,1,11,4
1,1,1,0.29,13.5,2,1,11,4
1,1,1,0.283,12.8,3,1,11,4
1,1,1,0.274,12.9,4,1,11,4
1,1,1,0.272,12.8,5,1,11,4
1,1,2,0.339,12.9,6,1,11,4
2,2,3,0.581,12.7,7,1,11,4
2,3,3,0.655,12.8,8,1,11,4
2,3,4,0.689,12.9,9,1,11,4
2,3,4,0.716,13.3,10,1,11,4
2,3,4,0.731,13.2,11,1,11,4
2,3,4,0.76,14,12,1,11,4
2,3,5,0.771,14.5,13,1,11,4
2,4,5,0.798,14.7,14,1,11,4
2,3,4,0.753,14.7,15,1,11,4
2,3,4,0.731,14.2,16,1,11,4
2,3,4,0.738,14.4,17,1,11,4
2,3,4,0.757,14.6,18,1,11,4
2,3,4,0.735,14.6,19,1,11,4
2,3,4,0.719,15,20,1,11,4
2,3,4,0.722,14.7,21,1,11,4
2,2,3,0.568,14.1,22,1,11,4
1,2,2,0.372,13.7,23,1,11,4
1,1,1,0.32,13.7,24,1,11,4
1,1,1,0.311,13.7,1,2,12,4
1,1,1,0.326,13.5,2,2,12,4
1,1,1,0.313,13.5,3,2,12,4
1,1,1,0.305,13,4,2,12,4
1,1,1,0.307,12.8,5,2,12,4
1,1,2,0.346,12.8,6,2,12,4
2,3,3,0.634,12.8,7,2,12,4
2,3,3,0.643,12.5,8,2,12,4
2,3,4,0.677,12.8,9,2,12,4
2,3,4,0.759,12.9,10,2,12,4
3,4,6,0.848,14.2,11,2,12,4
2,4,5,0.796,14.8,12,2,12,4
2,3,4,0.754,15.7,13,2,12,4
2,3,4,0.757,17.1,14,2,12,4
2,3,4,0.743,17.9,15,2,12,4
2,3,4,0.717,19,16,2,12,4
2,3,4,0.702,20.1,17,2,12,4
2,3,4,0.691,19.4,18,2,12,4
2,3,4,0.679,19,19,2,12,4
2,3,3,0.674,19.8,20,2,12,4
2,3,4,0.711,18.8,21,2,12,4
2,2,3,0.568,16.2,22,2,12,4
1,2,2,0.37,14.5,23,2,12,4
1,1,1,0.299,12.3,24,2,12,4
1,1,1,0.288,12.4,1,3,13,4
1,1,1,0.308,10.5,2,3,13,4
1,1,1,0.297,10.1,3,3,13,4
1,1,1,0.287,8.5,4,3,13,4
1,1,1,0.296,7.9,5,3,13,4
1,1,1,0.328,7.1,6,3,13,4
2,2,3,0.587,7.2,7,3,13,4
2,2,3,0.62,9.5,8,3,13,4
2,3,4,0.7,9.4,9,3,13,4
2,3,4,0.685,11.8,10,3,13,4
2,3,4,0.679,15.5,11,3,13,4
2,3,4,0.711,18.9,12,3,13,4
2,3,4,0.691,21.1,13,3,13,4
2,3,4,0.706,22.3,14,3,13,4
3,4,5,0.812,23.3,15,3,13,4
3,5,6,0.924,24.2,16,3,13,4
3,5,6,0.907,24.3,17,3,13,4
3,5,6,0.903,24.3,18,3,13,4
3,4,6,0.859,23.6,19,3,13,4
2,3,4,0.714,23.2,20,3,13,4
2,3,4,0.723,20.7,21,3,13,4
2,2,3,0.591,19.1,22,3,13,4
1,2,2,0.394,14.5,23,3,13,4
1,1,1,0.323,12.2,24,3,13,4
1,1,1,0.315,11.7,1,4,14,4
1,1,1,0.326,12.1,2,4,14,4
1,1,2,0.349,11,3,4,14,4
1,1,1,0.323,10.9,4,4,14,4
1,1,1,0.31,10.1,5,4,14,4
1,2,2,0.378,10.5,6,4,14,4
2,2,3,0.591,10.3,7,4,14,4
2,3,3,0.673,10.9,8,4,14,4
2,3,4,0.711,11.8,9,4,14,4
2,3,4,0.739,14.5,10,4,14,4
2,3,5,0.776,16,11,4,14,4
3,4,5,0.826,18.6,12,4,14,4
2,4,5,0.801,20.1,13,4,14,4
2,3,4,0.77,20.3,14,4,14,4
2,4,5,0.791,19.9,15,4,14,4
2,3,4,0.751,20.3,16,4,14,4
2,3,4,0.741,20.2,17,4,14,4
2,3,4,0.722,18,18,4,14,4
2,3,4,0.709,16,19,4,14,4
2,3,4,0.695,15.7,20,4,14,4
2,3,4,0.757,15.2,21,4,14,4
2,2,3,0.6,14.7,22,4,14,4
1,2,2,0.371,15,23,4,14,4
1,1,1,0.286,14.1,24,4,14,4
1,1,1,0.264,14.3,1,5,15,4
1,1,1,0.259,13,2,5,15,4
1,1,1,0.276,12.3,3,5,15,4
1,1,1,0.26,11.9,4,5,15,4
1,1,1,0.249,11.3,5,5,15,4
1,1,1,0.277,10.8,6,5,15,4
2,2,3,0.594,10.6,7,5,15,4
2,2,3,0.622,11.6,8,5,15,4
2,3,4,0.738,11.8,9,5,15,4
2,4,5,0.797,12.8,10,5,15,4
2,4,5,0.804,14.1,11,5,15,4
2,4,5,0.797,15.1,12,5,15,4
3,4,5,0.821,17.7,13,5,15,4
2,4,5,0.797,19.6,14,5,15,4
2,4,5,0.803,20.2,15,5,15,4
2,3,4,0.764,20,16,5,15,4
2,3,4,0.766,20.3,17,5,15,4
2,3,4,0.748,21.3,18,5,15,4
2,3,4,0.731,21.1,19,5,15,4
2,3,4,0.728,20.6,20,5,15,4
2,3,4,0.72,18.8,21,5,15,4
2,2,3,0.592,14.9,22,5,15,4
1,1,2,0.344,10.5,23,5,15,4
1,1,1,0.268,10,24,5,15,4
1,1,1,0.26,7.9,1,6,16,4
1,1,1,0.253,8.2,2,6,16,4
1,1,1,0.263,6.9,3,6,16,4
1,1,1,0.259,5.9,4,6,16,4
1,1,1,0.253,5.3,5,6,16,4
1,1,1,0.332,4.7,6,6,16,4
2,2,3,0.547,4.5,7,6,16,4
2,2,3,0.606,3.6,8,6,16,4
2,3,4,0.745,7.1,9,6,16,4
3,4,5,0.816,9.8,10,6,16,4
3,4,5,0.826,13.8,11,6,16,4
3,4,5,0.812,16.4,12,6,16,4
3,4,6,0.842,18.5,13,6,16,4
3,4,5,0.816,20.1,14,6,16,4
3,4,5,0.825,21.2,15,6,16,4
2,4,5,0.796,22.5,16,6,16,4
2,3,4,0.761,22.9,17,6,16,4
2,4,5,0.795,23.7,18,6,16,4
2,4,5,0.8,23.7,19,6,16,4
2,3,4,0.744,23.1,20,6,16,4
2,3,4,0.729,21,21,6,16,4
2,2,3,0.59,12.5,22,6,16,4
1,2,2,0.377,10,23,6,16,4
1,1,1,0.304,9.5,24,6,16,4
1,1,1,0.299,8.8,1,7,17,4
1,1,1,0.286,8.4,2,7,17,4
1,1,1,0.296,8,3,7,17,4
1,1,1,0.293,7.5,4,7,17,4
1,1,1,0.287,7.3,5,7,17,4
1,1,2,0.347,7.5,6,7,17,4
1,2,3,0.505,7,7,7,17,4
2,2,3,0.585,6.9,8,7,17,4
2,3,4,0.726,10.1,9,7,17,4
2,3,5,0.773,14.6,10,7,17,4
2,4,5,0.799,18.7,11,7,17,4
3,4,6,0.831,22.3,12,7,17,4
3,4,5,0.825,23.7,13,7,17,4
3,4,5,0.815,24.4,14,7,17,4
3,4,6,0.829,25.3,15,7,17,4
3,4,5,0.817,26.4,16,7,17,4
2,4,5,0.801,26.6,17,7,17,4
3,4,5,0.813,26.7,18,7,17,4
2,3,4,0.742,26.6,19,7,17,4
2,3,4,0.714,25.7,20,7,17,4
2,3,3,0.647,23.2,21,7,17,4
2,2,3,0.557,16.1,22,7,17,4
1,2,2,0.369,13.4,23,7,17,4
1,1,1,0.319,13.2,24,7,17,4
1,1,1,0.295,12.2,1,1,18,4
1,1,1,0.291,11.7,2,1,18,4
1,1,1,0.294,10.8,3,1,18,4
1,1,1,0.295,10,4,1,18,4
1,1,1,0.291,9.5,5,1,18,4
1,1,2,0.353,9.8,6,1,18,4
2,2,3,0.584,9.9,7,1,18,4
2,3,3,0.64,9.3,8,1,18,4
2,3,4,0.686,10.5,9,1,18,4
2,3,4,0.74,14.6,10,1,18,4
2,3,4,0.758,19.1,11,1,18,4
3,4,6,0.861,21.9,12,1,18,4
3,4,6,0.836,24.9,13,1,18,4
3,4,6,0.84,27.4,14,1,18,4
3,4,6,0.84,29.2,15,1,18,4
3,4,5,0.814,29.8,16,1,18,4
2,4,5,0.796,29.7,17,1,18,4
2,4,5,0.782,28.9,18,1,18,4
2,3,4,0.768,28.7,19,1,18,4
2,3,4,0.76,27.7,20,1,18,4
2,3,4,0.754,24.7,21,1,18,4
2,2,3,0.616,17.4,22,1,18,4
1,2,2,0.404,14.6,23,1,18,4
1,1,1,0.319,14.1,24,1,18,4
1,1,1,0.315,16,1,2,19,4
1,1,1,0.313,15.3,2,2,19,4
1,1,1,0.309,15.6,3,2,19,4
1,1,1,0.309,15.8,4,2,19,4
1,1,1,0.305,14.4,5,2,19,4
1,1,2,0.337,15.3,6,2,19,4
2,2,3,0.596,18.3,7,2,19,4
2,3,3,0.671,18.2,8,2,19,4
2,3,4,0.769,18.2,9,2,19,4
2,4,5,0.797,18.8,10,2,19,4
2,4,5,0.802,19.2,11,2,19,4
2,4,5,0.803,20.3,12,2,19,4
3,4,5,0.807,20.9,13,2,19,4
2,4,5,0.799,21,14,2,19,4
2,4,5,0.791,21,15,2,19,4
2,4,5,0.789,20.6,16,2,19,4
2,4,5,0.785,19.9,17,2,19,4
2,3,4,0.748,19.8,18,2,19,4
2,3,4,0.717,19.2,19,2,19,4
2,3,4,0.729,18.2,20,2,19,4
2,3,4,0.729,17.5,21,2,19,4
2,2,3,0.601,16.4,22,2,19,4
1,2,2,0.389,15.8,23,2,19,4
1,1,1,0.31,15.1,24,2,19,4
1,1,1,0.292,14.2,1,3,20,4
1,1,1,0.294,13.8,2,3,20,4
1,1,1,0.292,14.3,3,3,20,4
1,1,1,0.288,13.1,4,3,20,4
1,1,1,0.303,12.7,5,3,20,4
1,1,1,0.325,12.3,6,3,20,4
2,2,3,0.587,11.4,7,3,20,4
2,3,3,0.647,10.6,8,3,20,4
2,3,5,0.773,10.9,9,3,20,4
3,4,5,0.825,10.4,10,3,20,4
3,4,6,0.85,10.3,11,3,20,4
3,4,6,0.84,10.4,12,3,20,4
3,4,6,0.828,9.6,13,3,20,4
2,4,5,0.798,9.9,14,3,20,4
2,4,5,0.794,9.6,15,3,20,4
2,3,5,0.776,9.2,16,3,20,4
2,4,5,0.783,9.3,17,3,20,4
2,3,4,0.764,9.6,18,3,20,4
2,3,4,0.738,9.4,19,3,20,4
2,3,4,0.739,9.2,20,3,20,4
2,3,4,0.738,8.3,21,3,20,4
2,2,3,0.61,8.3,22,3,20,4
1,2,2,0.396,8.3,23,3,20,4
1,1,1,0.317,6.1,24,3,20,4
1,1,1,0.302,7.4,1,4,21,4
1,1,1,0.305,6.6,2,4,21,4
1,1,1,0.303,5.3,3,4,21,4
1,1,1,0.293,4.1,4,4,21,4
1,1,1,0.298,5.2,5,4,21,4
1,1,1,0.327,3.5,6,4,21,4
2,3,3,0.638,4.5,7,4,21,4
2,3,3,0.645,3.6,8,4,21,4
2,3,4,0.748,4.8,9,4,21,4
2,3,4,0.762,7.3,10,4,21,4
3,4,5,0.809,9.9,11,4,21,4
2,3,5,0.774,12.5,12,4,21,4
2,4,5,0.786,14.2,13,4,21,4
2,4,5,0.79,15.3,14,4,21,4
2,3,5,0.771,14.9,15,4,21,4
2,3,4,0.767,16.3,16,4,21,4
2,3,4,0.76,17.2,17,4,21,4
2,3,4,0.709,17.5,18,4,21,4
2,3,4,0.687,16.7,19,4,21,4
2,3,4,0.681,17.4,20,4,21,4
2,3,4,0.719,15.2,21,4,21,4
2,2,3,0.588,8.2,22,4,21,4
1,1,2,0.36,6,23,4,21,4
1,1,1,0.28,5.1,24,4,21,4
1,1,1,0.254,5.8,1,5,22,4
1,1,1,0.252,5.4,2,5,22,4
1,1,1,0.269,4.1,3,5,22,4
1,1,1,0.264,3.2,4,5,22,4
1,1,1,0.257,2.6,5,5,22,4
1,1,1,0.308,2.2,6,5,22,4
2,2,3,0.582,1.5,7,5,22,4
2,2,3,0.605,1.1,8,5,22,4
2,3,4,0.738,5.3,9,5,22,4
2,3,4,0.755,9.7,10,5,22,4
3,4,5,0.81,14,11,5,22,4
3,4,5,0.825,15.2,12,5,22,4
3,4,5,0.807,17.2,13,5,22,4
2,4,5,0.79,18.2,14,5,22,4
2,4,5,0.789,19.1,15,5,22,4
2,3,4,0.757,19.5,16,5,22,4
2,3,5,0.777,20.6,17,5,22,4
